Summons Number,Plate ID,Registration State,Plate Type,Issue Date,Violation Code,Vehicle Body Type,Vehicle Make,Issuing Agency,Street Code1,Street Code2,Street Code3,Vehicle Expiration Date,Violation Location,Violation Precinct,Issuer Precinct,Issuer Code,Issuer Command,Issuer Squad,Violation Time,Time First Observed,Violation County,Violation In Front Of Or Opposite,House Number,Street Name,Intersecting Street,Date First Observed,Law Section,Sub Division,Violation Legal Code,Days Parking In Effect    ,From Hours In Effect,To Hours In Effect,Vehicle Color,Unregistered Vehicle?,Vehicle Year,Meter Number,Feet From Curb,Violation Post Code,Violation Description,No Standing or Stopping Violation,Hydrant Violation,Double Parking Violation
1351645237,X838DS,NY,PAS,09/08/2013,67,SDN,INFIN,P,70620,74840,67220,20140825,0050,50,50,944345,0050,0000,0105A,,BX,F,2785,UNIVERSITY AVE,,0,408,J7,,BBBBBBB,ALL,ALL,BLACK,0,2007,-,0,,,,,
1351645535,GEK4257,99,PAS,08/21/2013,67,SDN,BMW,P,0,0,0,20150326,0050,50,50,946399,0050,0000,0531A,,BX,,,N/W CLAFLIN AVE,C/O RESERVOIR,0,408,J2,,BBBBBBB,ALL,ALL,GY,0,2008,-,0,,,,,
1351645560,5ST42K,NJ,PAS,08/25/2013,67,SDN,ME/BE,P,0,40404,40404,0,0050,50,50,946399,0050,0000,0100A,,BX,F,2714,UNIVERSITY,,0,408,J6,,BBBBBBB,ALL,ALL,GY,0,0,-,0,,,,,
1351645675,JDX6447,PA,PAS,09/06/2013,67,SDN,HONDA,P,0,40404,40404,0,0050,50,50,946399,0050,0000,1215A,,BX,F,2785,UNIVERSITY,,0,408,C,,BBBBBBB,ALL,ALL,BLK,0,0,-,0,,,,,
1351645699,GHN4706,NY,PAS,09/08/2013,67,P-U,FORD,P,70620,25540,74840,20150623,0050,50,50,946399,0050,0000,0110A,,BX,F,2714,UNIVERSITY AVE,,0,408,E2,,BBBBBBB,ALL,ALL,GN,0,1997,-,0,,,,,
1351653027,FTJ7745,NY,PAS,09/02/2013,67,SDN,BMW,P,91030,14730,14780,20130930,0060,60,60,950988,0060,0000,0435A,,K,O,2302,W 11TH ST,,0,408,J6,,BBBBBBB,ALL,ALL,GRY,0,2007,-,0,,,,,
1351654792,GAL5351,NY,PAS,08/29/2013,67,SDN,LEXUS,P,0,0,0,20140712,0060,60,60,920269,0060,0000,0054A,,K,O,,S/E C/O WEST BRIGHTP,W 3 ST,0,408,A1,,BBBBBBB,ALL,ALL,WHT,0,2007,-,0,,,,,
1351376986,GEA2377,NY,PAS,08/10/2013,67,SDN,HONDA,P,0,0,0,20141218,0005,5,5,927983,0005,0000,1005A,,NY,,,E/S MARKET SLIP,I/W WATER ST,0,408,F1,,BYYYBBB,ALL,ALL,WHITE,0,2010,-,0,,,,,
1351377048,GJB6139,NY,PAS,08/19/2013,67,SDN,CHEVR,P,0,0,0,20150804,0005,5,5,927983,0005,0000,1025A,,NY,,,E/S MARKET SLIP,50  S/O MONROE,0,408,D,,YYYYYYY,ALL,ALL,RED,0,2013,-,0,,,,,
1351377590,GGD5821,NY,PAS,08/05/2013,67,SUBN,TOYOT,P,0,0,0,20150426,0005,5,5,919626,0005,0000,0910A,,NY,,,N/S MERKET ST,E/O MONROE,0,408,E2,,BBBBBBB,ALL,ALL,WHT,0,2013,-,0,,,,,
1351377619,T621410C,NY,SRF,08/11/2013,67,SUBN,AUDI,P,0,0,0,20140331,0005,5,5,919626,0005,0000,1205P,,NY,F,,N/S MARKET SLIP,100  E/O CHERRY,0,408,K6,,BBBBBBB,ALL,ALL,BL,0,2011,-,0,,,,,
1351666952,GEP1692,NY,PAS,08/20/2013,67,SDN,HONDA,P,28830,23030,20030,20150218,0060,60,60,951008,0060,0000,1032P,,K,O,3300,CONEY ISLAND AVE,,0,408,C3,,BBBBBBB,ALL,ALL,WHITE,0,2013,-,0,,,,,
1351668882,815LCB,FL,PAS,09/03/2013,67,SDN,MAZDA,P,0,0,0,0,0060,60,60,951063,0060,0000,0222A,,K,,,C/O W BRIGHTIN AVE,W 3RD ST,0,408,F7,,BBBBBBB,ALL,ALL,BLACK,0,0,-,0,,,,,
1351669084,GEH5073,NY,PAS,08/20/2013,67,SUBN,BUICK,P,0,0,0,20150505,0060,60,60,951198,0060,0000,1155P,,K,,,C/O WEST ST,SURF AVE,0,408,J5,,BBBBBBB,ALL,ALL,BLK,0,2013,-,0,,,,,
1351669096,WAY2LIVE,NY,PAS,08/30/2013,67,SDN,LEXUS,P,0,0,0,20150706,0060,60,60,951198,0060,0000,1215A,,K,,,C/O W 3RD,WEST BRIGHTON,0,408,C3,,BBBBBBB,ALL,ALL,,0,0,-,0,,,,,
1351670451,GHA2060,NY,PAS,08/13/2013,67,SUBN,NISSA,P,14680,81830,91130,20150611,0060,60,60,928210,0060,0000,0700A,,K,F,18,AVE V,,0,408,D,,BBBBBBB,ALL,ALL,BLUE,0,2007,-,0,,,,,
1351670463,GGS7278,NY,PAS,08/14/2013,67,SDN,MAZDA,P,92240,90630,0,20150308,0060,60,60,928210,0060,0000,0415A,,K,,,WEST BRIGHTON AVE,W 3 ST,0,408,E2,,BBBBBBB,ALL,ALL,GRAY,0,0,-,0,,,,,
1351670499,6821TE,ME,PAS,09/05/2013,67,SDN,SUZUK,P,14730,81830,91130,0,0060,60,60,928210,0060,0000,0316A,,K,F,17,AVE W,,0,408,C3,,BBBBBBB,ALL,ALL,BLACK,0,0,-,0,,,,,
1351670517,GEN9320,NY,PAS,08/26/2013,67,SUBN,FORD,S,14680,81830,91130,20150525,0060,60,60,928210,0060,0000,0710A,,K,F,18,AVE V,,0,408,J2,,BBBBBBB,ALL,ALL,GREEN,0,1995,-,0,,,,,
1351670840,GDB3607,NY,PAS,09/02/2013,67,SDN,NISSA,P,0,0,0,20150109,0060,60,60,937080,0060,0000,0105A,,K,,,S/W C/O W 3,W BRIGHTON AVE,0,408,F7,,BBBBBBB,ALL,ALL,WHITE,0,1997,-,0,,,,,
1351670906,896YQY,FL,PAS,08/19/2013,67,SDN,NISSA,P,0,0,0,0,0060,60,60,937080,0060,0000,1205A,,K,,,S/E C/O W 3,W BRIGHTON AVE,0,408,M1,,BBBBBBB,ALL,ALL,MAROO,0,0,-,0,,,,,
1351671297,GGS5354,NY,PAS,09/07/2013,67,SDN,ME/BE,P,0,40404,40404,20150531,0060,60,60,949835,0060,0000,1245A,,K,F,124,BRIGHT WATER CT,,0,408,E5,,BBBBBBB,ALL,ALL,BLACK,0,2007,-,0,,,,,
1351403436,GBP5353,NY,PAS,08/12/2013,67,SUBN,ME/BE,P,0,0,0,20140919,0005,5,5,943074,0005,0000,0238A,,NY,,,N/S MARKET SLIP,O /F WATER ST,0,408,C,,BBBBBBB,ALL,ALL,GRAY,0,2013,-,0,,,,,
1351675795,674PA4,MA,PAS,08/16/2013,67,SDN,CHEVR,P,14680,91130,91080,20140430,0060,60,60,950988,0060,0000,0517A,,K,O,30,AVE V,,0,408,E2,,BBBBBBB,ALL,ALL,WHITE,0,0,-,0,,,,,
1351685569,5365324,IL,PAS,08/10/2013,67,SUBN,MERCU,P,91030,14730,14780,0,0060,60,60,946956,0060,0000,0256A,,K,O,2302,W 11 ST,,0,408,C3,,BBBBBBB,ALL,ALL,GN,0,0,-,0,,,,,
1351405032,GCV4494,NY,PAS,08/06/2013,67,SUBN,ROVER,P,26990,29290,24010,20150118,0005,5,5,949064,0005,0000,1220A,,NY,F,268,MULBERRY ST,,0,408,J2,,BBBBBBB,ALL,ALL,BLACK,0,2012,-,0,,,,,
1351696178,GGS7964,NY,PAS,09/09/2013,67,SDN,HONDA,P,0,0,0,20150725,0060,60,60,945442,0060,0000,1201A,,K,,,C/O WEST BRIGHTON AV,W 3 ST,0,408,E2,,BBBBBBB,ALL,ALL,GY,0,2004,-,0,,,,,
1351696828,ZYW60K,NJ,PAS,08/30/2013,67,SDN,VOLKS,P,90880,76330,67047,20140630,0060,60,60,930825,0060,0000,0503P,,K,F,2960,W 8TH ST,,0,408,D,,BBBBBBB,ALL,ALL,GRAY,0,0,-,0,,,,,
1351697134,413NC1,MA,PAS,09/03/2013,67,SDN,NISSA,P,81830,17180,14730,0,0060,60,60,951207,0060,0000,1220A,,K,O,2296,STILLWELL AVE,,0,408,99,,BBBBBBB,ALL,ALL,RD,0,0,-,0,,,,,
1351697614,GCV7212,NY,PAS,08/27/2013,67,SDN,MITSU,P,0,0,0,20141111,0060,60,60,946745,0060,0000,0527P,,K,O,,N/E C/O BRIGHTON 2ST,BRIGHT BEECH AVE,0,408,J7,,BBBBBBB,ALL,ALL,BLK,0,2008,-,0,,,,,
1351698849,GBB8765,NY,PAS,08/14/2013,67,SUBN,AUDI,P,92240,91830,0,20140927,0060,60,60,905750,0060,0000,1245A,,K,F,,WEST BRIGHTON AVE,WEST 30,0,408,C3,,BBBBBBB,ALL,ALL,BLACK,0,2007,-,0,,,,,
1351699039,GJJ5534,NY,PAS,08/18/2013,67,SDN,DODGE,P,91030,14730,14780,20150723,0060,60,60,951299,0060,0000,0418A,,K,O,2302,W 11TH ST,,0,408,K6,,BBBBBBB,ALL,ALL,WH,0,2006,-,0,,,,,
1351699052,GBX9253,NY,PAS,08/24/2013,67,SDN,TOYOT,P,0,0,0,20141213,0060,60,60,951299,0060,0000,0311A,,K,,,I/O W 2ND ST,W 21ND PL S/W C/O,0,408,F2,,BBBBBBB,ALL,ALL,GY,0,2011,-,0,,,,,
1351699684,HNB0129,PA,PAS,08/21/2013,67,SUBN,ME/BE,P,0,0,0,20140731,0060,60,60,948221,0060,0000,0200P,,K,,,C/O BRIGHTON AVENUE,WEST 3RD STREET,0,408,C3,,BBBBBBB,ALL,ALL,BLK,0,0,-,0,,,,,
1351700108,GAM2622,NY,PAS,08/14/2013,67,SUBN,NISSA,P,0,0,0,20140810,0060,60,60,947289,0060,0000,0315P,,K,,,C/O WEST 3RD ST AND,WEST BRIGHTON AVE,0,408,E2,,BBBBBBB,ALL,ALL,SILVE,0,2013,-,0,,,,,
1351700819,Q848XU,FL,PAS,09/11/2013,67,SDN,LEXUS,P,0,0,0,0,0060,60,60,948276,0060,0000,0217P,,K,,,C/O W BRIGHTON AVE,W 3 ST,0,408,F1,,BBBBBBB,ALL,ALL,WHITE,0,0,-,0,,,,,
1351701680,GFR1493,NY,PAS,08/18/2013,67,SDN,CHRYS,P,64230,22030,21980,20150502,0060,60,60,945206,0060,0000,0840A,,K,F,281,NEPTUNE AVE,,0,408,E5,,BBBBBBB,ALL,ALL,GRAY,0,2010,-,0,,,,,
1351709422,GBN3192,NY,PAS,08/23/2013,67,SDN,NISSA,P,22230,22130,64230,20140926,0060,60,60,949763,0060,0000,0040A,,K,F,2804,BRIGHTON 8 STREET,,0,408,C3,,BBBBBBB,ALL,ALL,TAN,0,2003,-,0,,,,,
1351709446,GBB8972,NY,PAS,09/04/2013,67,SDN,NISSA,P,35330,77030,19835,20141010,0060,60,60,947763,0060,0000,0635A,,K,F,2728,EAST 12TH STREET,,0,408,F7,,BBBBBBB,ALL,ALL,WHITE,0,2008,-,0,,,,,
1351415566,543PER,CT,PAS,08/17/2013,67,SDN,FORD,P,0,0,0,0,0005,5,5,929402,0005,0000,0758A,,NY,,,E/S MARKET SLIP,N/O WATER,0,408,C4,,BBBBBBB,ALL,ALL,WH,0,0,-,0,,,,,
1351422376,GB47128,NY,PAS,07/23/2013,67,SDN,TOYOT,X,0,0,0,20140907,0007,7,7,939106,0007,0000,0740A,,NY,F,,R/O 19,P.H.H,0,408,E1,,BBBBBBB,ALL,ALL,GR,0,2012,-,0,,,,,
1351710280,GEN7991,NY,PAS,09/08/2013,67,SDN,VOLKS,P,14730,91080,91030,20150304,0060,60,60,950444,0060,0000,0848A,,K,F,49,AVE W,,0,408,E2,,BBBBBBB,ALL,ALL,BK,0,1999,-,0,,,,,
1351426539,R687YW,FL,PAS,07/31/2013,67,SDN,FORD,P,19690,26440,30155,0,0007,7,7,923851,0007,0000,0920A,,NY,F,262,EAST BROADWAY,,0,408,K6,,BBBBBBB,ALL,ALL,GN,0,0,-,0,,,,,
1351431341,796KAV,FL,PAS,08/12/2013,67,SUBN,NISSA,P,0,0,0,0,0007,7,7,934974,0007,0000,0131A,,NY,,,W/S COLUMBIA ST,0  S/O STANTON ST,0,408,F7,,BBBBBBB,ALL,ALL,GY,0,0,-,0,,,,,
1351431444,GDY5667,NY,PAS,09/10/2013,67,SUBN,TOYOT,P,0,0,0,20141025,0007,7,7,934974,0007,0000,1048A,,NY,,,N/S E BROADWAY,E/O MONTGOMERY ST,0,408,F1,,BBBBBBB,ALL,ALL,WHT,0,2008,-,0,,,,,
1351802434,GLM4484,NY,PAS,07/26/2013,67,SDN,BMW,P,24050,15500,28490,20130730,0001,1,7,749929,0007,0000,1210A,,NY,F,110,JOHN ST,,0,408,E2,,BBBBBBB,ALL,ALL,BLACK,0,2006,-,0,,,,,
1351811228,42324JM,NY,COM,06/27/2013,67,DELV,FRUEH,P,0,0,0,0,0001,1,1,950371,0001,0000,0714P,,NY,,,C/O BROADWAY,EXCHANGE,0,408,C,,BBBBBBB,ALL,ALL,,0,0,-,0,,,,,
1351832220,HH726,RI,PAS,08/04/2013,67,SDN,VOLKS,P,0,0,0,0,0001,1,1,949829,0001,0000,1226A,,NY,,,C/O BEAVER ST,HANOVER ST,0,408,I3,,BBBBBBB,ALL,ALL,BLUE,0,0,-,0,,,,,
1351836500,S14ACG,NJ,PAS,06/29/2013,67,SUBN,LEXUS,P,24050,21350,15500,0,0001,1,1,902196,0001,0000,0025A,,NY,F,100,JOHN ST,,0,408,D1,,BBBBBBB,ALL,ALL,BK,0,0,-,0,,,,,
1353208035,XN859F,NJ,PAS,08/23/2013,67,DELV,GMC,X,0,0,0,20110988,0001,1,0,355290,SICA,0000,1245P,,NY,,,E/S BROADWAY,N/O CEDAR,0,408,C,,BBBBBBB,ALL,ALL,WHT,0,0,-,0,,,,,
1353280410,92865JE,NY,COM,08/13/2013,67,DELV,INTER,P,34190,10810,10910,0,0010,10,420,938251,0420,0000,0542P,,NY,O,360,WEST 21 STREET,,0,408,K2,,BBBBBBB,ALL,ALL,BROWN,0,2002,-,0,,,,,
1353562165,GDE4811,NY,PAS,09/05/2013,67,SDN,TOYOT,T,0,0,0,20150101,120,120,303,341132,T303,0000,0702A,,R,,,S/S BERTHA PL,E/O THERESA PL,0,408,E2,,BBBBBBB,ALL,ALL,GY,0,1997,-,0,,,,,
1354476864,GHV1519,NY,PAS,08/15/2013,67,SDN,TOYOT,P,0,0,0,20150704,0094,94,94,939868,0094,0000,0200A,,K,,,C/O NORTH 13TH,BEDFORD,0,408,C3,,BBBBBBB,ALL,ALL,GY,0,2013,-,0,,,,,
1354478046,6RK110,MA,PAS,08/20/2013,67,SDN,BMW,P,60430,55430,38530,0,0094,94,94,921953,0094,0000,0730A,,K,O,136,MESEROLE AVE,,0,408,C,,BBBBBBB,ALL,ALL,BLK,0,0,-,0,,,,,
1354479695,NCHNTN6,VA,PAS,08/26/2013,67,SDN,MITSU,S,0,0,0,0,0094,94,94,942106,0094,0000,0343A,,K,,,C/O MESEROLE AVE,LEONARD ST,0,408,D1,,BBBBBBB,ALL,ALL,BLACK,0,0,-,0,,,,,
1354480910,JJE4427,PA,PAS,08/23/2013,67,SUBN,GMC,X,61530,34130,63630,0,0094,94,94,927909,0094,0000,0815A,,K,O,159,MONITOR ST,,0,408,E2,,BBBBBBB,ALL,ALL,BLK,0,0,-,0,,,,,
1354484757,G3906G,FL,PAS,09/05/2013,67,SDN,CHRYS,P,54060,33130,48930,0,0094,94,94,950248,0094,0000,0130P,,K,F,111,KINGSLAND AVE,,0,408,F7,,BBBBBBB,ALL,ALL,BLUE,0,0,-,0,,,,,
1354493930,GEX4098,NY,COM,09/04/2013,67,SDN,HONDA,P,52120,57220,42820,20141211,0052,52,52,951426,0052,0000,1239A,,BX,F,2830,MORRIS AVE,,0,408,E2,,BBBBBBB,ALL,ALL,BL,0,0,-,0,,,,,
1354494520,GFL5107,NY,PAS,09/04/2013,67,SUBN,TOYOT,P,34920,0,0,20150401,0052,52,52,948957,0052,0000,0212A,,BX,,,GATES PL,W MOSHOLU PKY W,0,408,F7,,BBBBBBB,ALL,ALL,GRAY,0,2013,-,0,,,,,
1354499323,819TVW,FL,PAS,09/16/2013,67,SDN,NISSA,P,10020,27570,27600,0,0052,52,52,950496,0052,0000,0926A,,BX,F,2786,BAINBRIDGE AVE,,0,408,K7,,BBBBBBB,ALL,ALL,RED,0,0,-,0,,,,,
1354502978,GHN6990,NY,PAS,09/12/2013,67,SUBN,BUICK,P,0,0,0,20150724,0052,52,52,949435,0052,0000,0431P,,BX,,,C/O MORRIS AVE,JEROME AVE,0,408,J2,,BBBBBBB,ALL,ALL,RED,0,2002,-,0,,,,,
1354506686,YYN35R,NJ,PAS,08/24/2013,67,SDN,VOLKS,P,0,0,0,20150620,0052,52,52,936283,0052,0000,0407A,,BX,,,C/O DECATUR,E MOSH PKWY S,0,408,D,,BBBBBBB,ALL,ALL,BK,0,0,-,0,,,,,
1354512960,GHP3032,NY,PAS,08/27/2013,67,SDN,SATUR,P,73520,29320,27960,20150630,0052,52,52,930202,0052,0000,1018A,,BX,O,3544,WAYNE AVE,,0,408,D1,,BBBBBBB,ALL,ALL,,0,2001,-,0,,,,,
1354513526,GBN3768,NY,PAS,08/26/2013,67,SUBN,CHRYS,P,27570,58920,49420,20141003,0052,52,52,939872,0052,0000,0200A,,BX,F,328,E 197 STREET,,0,408,D,,BBBBBBB,ALL,ALL,GY,0,2007,-,0,,,,,
1354519140,GFG6266,NY,PAS,09/02/2013,67,SDN,TOYOT,P,0,0,0,20150630,0052,52,52,951340,0052,0000,0647P,,BX,,,C/O E 192,CRESTON AVE,0,408,E2,,BBBBBBB,ALL,ALL,GY,0,2005,-,0,,,,,
1354519577,GFZ3926,NY,PAS,09/04/2013,67,SUBN,FORD,P,76770,44520,34920,20150515,0052,52,52,949939,0052,0000,0351P,,BX,O,31,W MOSHOLU PKWY NORTH,,0,408,E2,,BBBBBBB,ALL,ALL,TAN,0,2001,-,0,,,,,
1354538419,721TH9,MA,PAS,09/15/2013,67,SDN,DODGE,P,49420,27600,55620,0,0052,52,52,940623,0052,0000,0644A,,BX,O,2828,MARION,,0,408,F1,,BBBBBBB,ALL,ALL,SILVE,0,0,-,0,,,,,
1354568588,GHX4404,NY,PAS,08/23/2013,67,SDN,INFIN,P,7080,10230,10280,20150701,0062,62,62,949964,0062,0000,0736P,,K,O,7301,20TH AVE,,0,408,F1,,BBBBBBB,ALL,ALL,BLACK,0,0,-,0,,,,,
1354211108,T634397C,NY,SRF,09/09/2013,67,SUBN,TOYOT,P,19030,25985,24890,20140531,0023,23,162,953168,0162,0000,1246A,0245A,NY,F,102,EAST 103,,20130910,408,F7,,BBBBBBB,ALL,ALL,RED,0,2011,-,0,,,,,
1354337920,GHF7928,NY,PAS,08/27/2013,67,SUBN,MAZDA,P,0,0,0,20150616,106,106,106,949306,0106,0000,0707A,,Q,,,C/O 122 STREET,107 AVE,0,408,K6,,BBBBBBB,ALL,ALL,RED,0,2008,-,0,,,,,
1354382341,IRINAS,NY,SRF,09/12/2013,67,SRF,HONDA,P,11840,18890,19040,20150331,110,110,170,901124,0170,0000,1138P,,Q,O,96-01,57 AVE,,0,408,F1,,BBBBBBB,ALL,ALL,BK,0,2012,-,0,,,,,
1354384090,503355,DE,PAS,09/14/2013,67,SDN,TOYOT,P,11840,19040,18990,20140215,110,110,170,936831,0170,0000,1115P,,Q,O,97-21,57TH AVE,,0,408,E2,,BBBBBBB,ALL,ALL,TAN,0,2001,-,0,,,,,
1354418323,YHB86B,NJ,PAS,08/26/2013,67,SDN,FORD,S,36480,26230,77930,0,0067,67,67,945712,0067,0000,0435A,,K,O,311,E 37 STREET,,0,408,D,,BBBBBBB,ALL,ALL,RD,0,0,-,0,,,,,
1354469010,GBD9439,NY,PAS,09/06/2013,67,SDN,HONDA,P,0,0,0,20140727,0094,94,94,949224,0094,0000,0953A,,K,,,N/E C/O VANDERVOORT,RICHARDSON ST,0,408,D,,BBBBBBB,ALL,ALL,WHT,0,2012,-,0,,,,,
1354472457,GCG2836,NY,PAS,09/06/2013,67,SDN,FORD,P,24330,55430,38530,20141021,0094,94,94,945524,0094,0000,0430P,,K,F,217,CALYER ST,,0,408,C,,BBBBBBB,ALL,ALL,GY,0,2012,-,0,,,,,
1354474077,H744571,IL,PAS,08/28/2013,67,SUBN,TOYOT,P,59130,54060,68130,0,0094,94,94,944755,0094,0000,0416P,,K,O,100,MASPETH AVE,,0,408,C3,,BBBBBBB,ALL,ALL,BLK,0,0,-,0,,,,,
1355215420,GHN3410,NY,PAS,08/27/2013,67,SDN,VOLKS,P,65030,35830,40930,20150605,0070,70,70,951130,0070,0000,0142A,,K,O,2304,NEWKIRK AVE,,0,408,C,,BBBBBBB,ALL,ALL,BLACK,0,1999,-,0,,,,,
1355218433,GFV2451,99,PAS,08/31/2013,67,SDN,INFIN,P,0,0,0,20150409,0073,73,70,952724,0070,0000,1222A,,K,,,C/O E 21,WOODRUFF AV,0,408,E2,,BBBBBBB,ALL,ALL,BK,0,2007,-,0,,,,,
1355218469,371VZ3,MA,999,08/14/2013,67,VAN,TOYOT,P,25130,69130,35580,0,0070,70,70,952725,0070,0000,0235A,,K,F,1705,CATON AVE,,0,408,J3,,BBBBBBB,ALL,ALL,GY,0,0,-,0,,,,,
1355220312,5BA6828,MD,PAS,08/15/2013,67,SUBN,LINCO,P,25130,69130,35580,0,0070,70,70,953528,0070,0000,1239A,,K,O,1705,CATON AVE,,0,408,E2,,BBBBBBB,ALL,ALL,BLUE,0,0,-,0,,,,,
1355227999,JFS9689,PA,PAS,08/24/2013,67,SDN,NISSA,P,0,0,0,0,0070,70,70,954034,0070,0000,0915P,,K,,,C/O LENOX AVE AND,FLATBUSH AVE,0,408,J6,,BBBBBBB,ALL,ALL,GRY,0,0,-,0,,,,,
1354968591,HFV4127,NY,PAS,09/04/2013,67,SDN,VOLKS,P,0,0,0,20131109,109,109,109,951912,0109,0000,0917A,,Q,,,C/O COLDEN ST,LABURNUM ST,0,408,M5,,BBBBBBB,ALL,ALL,WHITE,0,2012,-,0,,,,,
1354995387,TJY69T,NJ,PAS,08/28/2013,67,TRLR,N/S,P,10110,17990,18010,0,0017,17,17,943995,0017,0000,0107A,,NY,F,947,2ND AVE,,0,408,E1,,BBBBBBB,ALL,ALL,WHITE,0,0,-,0,,,,,
1355228440,M42CXE,NJ,PAS,09/07/2013,67,SUBN,ROVER,P,69130,69530,94430,0,0070,70,70,950068,0070,0000,1222A,1220A,K,F,1,PARADE PL,,0,408,F1,,BBBBBBB,ALL,ALL,WHITE,0,0,-,0,,,,,
1355231358,GEN9088,NY,PAS,08/14/2013,67,SUBN,NISSA,P,30530,69130,80830,20150325,0070,70,70,954418,0070,0000,0135A,,K,O,33,CROOKE AVE,,0,408,J3,,BBBBBBB,ALL,ALL,WHITE,0,1993,-,0,,,,,
1355245746,594TGJ,FL,PAS,08/10/2013,67,SDN,ACURA,P,25130,69130,35580,0,0070,70,70,953071,0070,0000,0943P,,K,F,1705,CATON AVE,,0,408,E5,,BBBBBBB,ALL,ALL,BLACK,0,0,-,0,,,,,
1355252933,GGN8094,NY,PAS,08/27/2013,67,SDN,NISSA,P,35780,32930,65030,20130902,0070,70,70,949135,0070,0000,0137A,,K,O,505,E 22,,0,408,D1,,BBBBBBB,ALL,ALL,GY,0,2008,-,0,,,,,
1355258066,GGN9504,NY,999,08/31/2013,67,SUBN,CHEVR,P,67530,26230,84730,20130918,0070,70,70,953872,0070,0000,0820P,,,F,575,OCEAN AVE,,0,408,E2,,BBBBBBB,ALL,ALL,GRAY,0,2007,-,0,,,,,
1355258960,X71ARH,NJ,PAS,09/09/2013,67,SDN,FORD,P,32930,67530,35730,0,0070,70,70,950133,0070,0000,0401A,,K,F,2014,DITMAS AVE,,0,408,F7,,BBBBBBB,ALL,ALL,GY,0,0,-,0,,,,,
1355259861,U42DGP,NJ,PAS,08/31/2013,67,SUBN,LINCO,P,67530,30530,25130,0,0070,70,70,954170,0070,0000,0923P,,K,F,415,OCEAN AVE,,0,408,F7,,BBBBBBB,ALL,ALL,WHITE,0,0,-,0,,,,,
1355289968,JHK7522,PA,PAS,09/01/2013,67,SUBN,CHRYS,P,61690,30240,40610,20140531,101,101,101,951033,0101,0000,0210P,,Q,F,2003,SEAGIRT BLVD,,0,408,J2,,BBBBBBB,ALL,ALL,GY,0,0,-,0,,,,,
1355292670,VAS777,NY,PAS,09/04/2013,67,SUBN,TOYOT,P,38690,40404,40404,20140127,101,101,101,942497,0101,0000,0213A,0213A,Q,,,C/O CENTRAL AVE B 12,,20130904,408,J6,,BBBBBBB,ALL,ALL,GY,0,2013,-,0,,,,,
1355299251,GFF2285,NY,PAS,08/26/2013,67,SDN,TOYOT,P,38190,41550,67730,20150320,101,101,101,950797,0101,0000,1239A,1235A,Q,O,1344,CAFFREY AVE,,0,408,D4,,BBBBBBB,ALL,ALL,,0,2010,-,0,,,,,
1354570420,LYT386,99,999,08/18/2013,67,SDN,TOYOT,P,73030,90730,90680,0,0062,62,62,951663,0062,0000,1132A,,K,O,217,QUENTIN RD,,0,408,A1,,BBBBBBB,ALL,ALL,TN,0,0,-,0,,,,,
1354574199,MYGOOSE,NY,PAS,08/10/2013,67,SUBN,NISSA,P,0,0,0,20141029,0062,62,62,944321,0062,0000,0327A,,K,,,C/O 19 AVE,74 ST,0,408,D,,BBBBBBB,ALL,ALL,BLK,0,2012,-,0,,,,,
1354576962,GEP2514,NY,PAS,08/11/2013,67,SDN,HONDA,P,0,0,0,20150126,0062,62,62,941535,0062,0000,0857A,,K,,,S/E C/O CROPSEY AVE,BAY 38 ST,0,408,F1,,BBBBBBB,ALL,ALL,BLACK,0,2009,-,0,,,,,
1354577012,GAJ1675,NY,PAS,08/16/2013,67,SUBN,HONDA,P,0,0,0,20140731,0062,62,62,941535,0062,0000,0931A,,K,O,,S/E C/O NEW UTRECHT,64 ST,0,408,K6,,BBBBBBB,ALL,ALL,BLUE,0,2010,-,0,,,,,
1354577723,943WG9,MA,PAS,07/26/2013,67,SDN,HYUND,P,0,7280,0,0,0062,62,62,938491,0062,0000,0818A,,K,,,SE C/O 21 AV,21 DR,0,408,J6,,BBBBBBB,ALL,ALL,BLK,0,0,-,0,,,,,
1354577759,JFJ9577,PA,PAS,07/26/2013,67,SUBN,,P,0,15780,0,20140431,0062,62,62,938491,0062,0000,0840A,,K,,,NE C/O W 14 ST,BATH AVE,0,408,C,,BBBBBBB,ALL,ALL,RED,0,0,-,0,,,,,
1354577899,GBS7889,NY,PAS,08/22/2013,67,SUBN,DODGE,P,0,0,0,20140718,0062,62,62,938491,0062,0000,0830A,,K,F,,N/E 14 AV,C/O 85 ST,0,408,E2,,BBBBBBB,ALL,ALL,GY,0,2008,-,0,,,,,
1354578272,35820MC,NY,COM,09/07/2013,67,VAN,CHEVR,P,0,0,0,20140531,0067,67,67,949642,0067,0000,0858A,,K,,,C/O 18TH AVE,83RD ST,0,408,J2,,BBBBBBB,ALL,ALL,WH,0,2001,-,0,,,,,
1354584545,GHN2966,NY,PAS,08/20/2013,67,SDN,NISSA,P,0,0,0,20150623,0062,62,62,938416,0062,0000,0710A,,K,,,S/E  C/O CROPSEY AVE,I/O BAY 23 ST,0,408,F7,,BBBBBBB,ALL,ALL,BLUE,0,2001,-,0,,,,,
1355026465,5F63A,NY,SRF,08/07/2013,67,TAXI,FORD,P,10210,17730,17750,20140228,0017,17,17,905065,0017,0000,1109P,,NY,F,576,3 AV,,0,408,L2,,BBBBBBB,ALL,ALL,YL,0,2010,-,0,,,,,
